datetime;city;state;country;shape;durationSeconds;durationHM;comments;datePosted;latitude;longitude;sourceUrl;sighting_id
1/26/2025 03:33;daphne;al;United States;changing;7200.0;2 hours;"Menu Close 2025-01-26 03:33 Local 2025-01-27 23:41 Pacific 2 hours 2 Daphne&#44 AL&#44 USA In the sky above St. Paul’s Church Changing white/yellow/red Estimated Size: varying from the size of a fist to a cruise ship Land Direction from Viewer: North 70 Closest Distance: At least 100-150 yards Estimated Speed: beyond the comprehension of our eyes Aura or haze around object&#44 Emitted other objects&#44 Emitted beams&#44 Changed Color&#44 Landed&#44 Electrical or magnetic effects&#44 Missing Time&#44 Marks found on body afterwards&#44 Animals reacted Glowing orb mingling with some kind of anti-matter or unknown form of matter&#44 in an almost mercurial movement&#44 turning into an eye After some strange experiences by both my husband and I&#44 we decided to go outside as we felt compelled to communicate with this unknown entity making itself apparent to us. In the sky appeared a glowing orb that floated down and settled within the street light next to us. We verbally and mentally communicated with this entity&#44 realizing it communicates telepathically. We both watched it transform into an eye&#44 glowing 3 colors simultaneously and intermingling with something that can be described as none other than that glowing essence’s polar opposite. Upon our wonder of its purpose for us&#44 it began shooting out holographic clear images of countries that were simultaneously red and green&#44 not alternating or mixing&#44 coexisting in a constant flow. We expressed gratitude and asked the entity to enter our home&#44 we welcomed it. An orb of this “anti-matter” had a green aura to it. It floated out of the street lamp as the lamp dimmed and released it’s “eye” into the atmosphere.This protective orb followed us inside and we witnessed it place a glowing red dot on our foreheads&#44 between our eyes. It also left a bright green orb glowing on the door of our child’s room. Images projected in shadows on our hallway wall in the darkness. First an orb&#44 like a plasmoid; then&#44 an eye. Next&#44 faces made apparent within an orb. And finally&#44 the seal of the USA&#44 head pointed toward arrows. In the few days since we have maintained nightly contact. My husband and I are receiving bits of information in a sort of meditative state with high frequency sounds&#44 which has lead to the development of strange abilities. After hearing the CIA has documented the research of abilities such as what we are discovering ourselves to be capable of&#44 we’ve realized that this is not collective psychosis between the two of us&#44 but a known occurrence not made widely known yet. My husband experiences remote viewing to an extent beyond our planet even&#44 and is receiving guidance on sensitive problems that need quick solving-on a global scale; meanwhile I&#44 on the other hand&#44 have developed the ability to harness this unknown state of matter to alter temperature&#44 inhibit strong emotion and thoughts with my mind upon touching someone&#44 and manipulate the light in a room as well as a flame. We are shocked and appalled by these experiences as we have not engaged in religious practices&#44 and I myself am a believer in the sciences and arithmetic. If we had not both experienced so many of the same things as well as our own separate encounters&#44 we would not believe this true. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY";1/27/2025;30.6033333;-87.9036111;https://nuforc.org/sighting/?id=187269;187269
1/28/2025 18:50;saipan;Saipan;Northern Mariana Islands;triangle;180.0;3 minutes;Menu Close 2025-01-28 18:50 Local 2025-01-28 05:41 Pacific 3 minutes 3 Saipan&#44 Saipan&#44 Northern Mariana Islands Next to Northern Marianas College&#44 at the open plot at Joeten’s Finasisu Subdivision. Triangle Opaque Estimated Size: 30 feet Land Direction from Viewer: West 90 Closest Distance: 15-30 miles? Estimated Speed: 400 mph Lights on object&#44 Made a sound After seeing the ISS&#44 we noticed&#44 going the opposite was triangular craft&#44 with 3 red lights at each point&#44 one of what was blinking At around 6:49pm just after sunset (Marianas Time Zone) my partner & 4 year old child witnessed a triangular craft above us (traveling from E to W&#44 maybe 15 miles above us) after having just seen the International Space Station moments before&#44 traveling the opposite way. The craft was opaque/invisible&#44 with 3 red lights on each point&#44 one of which was blinking. We didn’t hear anything until about halfway through the sighting then it sounded like a jet engine. But this was not an airplane. As it passed through the cloud&#44 the jet-sound disappeared & we didn’t see the craft after it went into the cloud. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;;;https://nuforc.org/sighting/?id=187271;187271
1/27/2025 06:45;longview;wa;United States;triangle;300.0;5 min;Menu Close 2025-01-27 06:45 Local 2025-01-28 09:09 Pacific 5 min 1 Longview&#44 WA&#44 USA 46.090670&#44 -122.870325 Triangle Black Estimated Size: half a football field depends on real height. Land Direction from Viewer: north west at first 85 Closest Distance: 400 to 800 feet Estimated Speed: 15 mpr seemed very slow for how close and big. Lights on object Saw unusual lights in distance&#44 craft crossed over me from east of I5 to west&#44 flew low and slow. Was big triangle. Saw unusual lights in distance&#44 craft crossed over me from east of I5 to west&#44 flew low and slow. was big triangle. Saw a Triangle UAP yesterday morning! Saw strange lights flashing along with an odd flight pattern while heading north on I5 to the northwest of me. It seemed to be moving slow after being stationary&#44 the blinking light patterns didn't seem normal. Unfortunately&#44 it was not safe to take a photo even though I tempted it because I was nearing exit 36 and traffic was merging and changing speeds fast. To my astonishment and luck it passed over the top of me heading east and was huge&#44 flying low and moving slow. I could very clearly make out the body of a perfect elongated triangle with a light at each corner. I was blown away and absolutely frustrated I couldn't safely capture it. The colors I saw were flashes of red&#44 green and white. hope somebody else on here saw it because it was unmistakable. I wondered if the traffic was more erratic than normal because others saw it or it may have been just because how people wait tell the last minute to get over. I did attempt to hit record on my phone to try and get video&#44 but I must have hit the wrong button because it didn't take and&#44 in that situation&#44 I couldn't really look at what I was doing safely. when it was way further away&#44 when I first noticed the lights&#44 I managed to snap a photo but its trash and just looks like a green dot. It was useful to get the time stamp off of though. I didn't hear any sounds and it seemed too slow to be flying&#44 it moved more ship like. Size wise when I was under it looking up it took up about roughly 25% of my front wind shield. I could see the body outline clearly and it was completely sharp straight lines. I would estimate based off not much other than working on wind turbines that are around 300 feet tall&#44 that it was between 400 to 600 feet up and half or full football field in size. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;46.1383333;-122.9369444;https://nuforc.org/sighting/?id=187273;187273
1/27/2025 20:49;sugar land;tx;United States;chevron;300.0;5minutes;Menu Close 2025-01-27 20:49 Local 2025-01-28 10:40 Pacific 5minutes 1 Sugar Land&#44 TX&#44 USA Sugar Land&#44 Texas Chevron uncertain Black Estimated Size: uncertain&#44 since it was dark and high up Land Direction from Viewer: 45 45 Closest Distance: 80 feet Estimated Speed: 100 mph again uncertain Lights on object Unusual noises followed by flying object It sounded as if a plane was flying extremely low to the grand&#44 followed by a swishing noise as if a plane was taking off. And then a noise&#44 as if it was extremely loud whooping sound that repeated. When the third sound started&#44 that’s when the craft was visible. Although it was dark&#44 I could see 4 to 5 lights on the bottom of the object. If it didn’t have such loud noise associated with a craft&#44 I probably would have dismissed the craft . National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;29.6194444;-95.6347222;https://nuforc.org/sighting/?id=187275;187275
1/28/2025 10:40;springfield;oh;United States;cross;60.0;1 Minute;"Menu Close 2025-01-28 10:40 Local 2025-01-28 11:55 Pacific 1 Minute 1 Springfield&#44 OH&#44 USA US-68 South Cross Metallic Gray Estimated Size: About the size of a car Land 60 Closest Distance: Unknown Estimated Speed: Unknown Explanation: Drone - Possible At 10:40 AM EST&#44 I saw a metallic&#44 X-shaped object in the sky. No planes were on radar&#44 confirming it wasn’t a conventional aircraft. At approximately 10:40 AM EST (15:40 UTC)&#44 while driving south on I-68 and approaching an exit&#44 I noticed a peculiar metallic object in the sky at my 2 o’clock position&#44 about 60 degrees above the horizon. Initially&#44 it appeared to be a metallic airplane&#44 but as I continued driving&#44 I realized it was too small to be a plane and had an ""X"" cross shape. Due to my speed of 70 MPH&#44 I only observed the object for about a minute and couldn’t analyze its shape in detail. The object had an unusually intense metallic shine&#44 more like a reflective mirror than any airplane I’ve seen. It appeared to be about the size of a car and was at least 300 feet in the sky. Additionally&#44 I used a flight radar with playback to check for any aircraft in the area at the time of my sighting. The radar&#44 which displays time in UTC (showing 15:40 UTC for my sighting)&#44 indicated that there were no planes in the location where I saw the object. This further strengthens the likelihood that what I witnessed was not a conventional aircraft. I will include a map of where I believe the object was located&#44 as well as my best representation of the object drawn out. I wish I had a video of the object&#44 but again I was driving when I witnessed it. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY";1/28/2025;39.9241667;-83.8088889;https://nuforc.org/sighting/?id=187276;187276
1/26/2025 18:45;geneva;ny;United States;oval;60.0;60 to 80 seconds;Menu Close 2025-01-26 18:45 Local 2025-01-28 12:26 Pacific 60 to 80 seconds 1 - Pilot - Military Geneva&#44 NY&#44 USA On edge of Geneva with less light pollution good view stars/planets good seeing and transparency Oval clear Estimated Size: football field to city size? Land Direction from Viewer: 270 65 Closest Distance: 1/2 to maybe 2 miles Estimated Speed: 400 to 600 mph Aura or haze around object Craft was probably operating in phase-shifted mode (frequency). Visible energy signature across bottom of craft. The object movement was from North to South in clear sky with no clouds. Seeing and transparency conditions were good to above average. I became aware of an object while looking up at Venus and known stars as I am an amateur astrophotographer. It looked as if it shouldn't be there&#44 and I therefore categorized it as unusual. The object looked to be about a few hundred feet above and slightly to the west of N-S meridian. It could have been a mile or more and huge making it look closer as I had no real perspective in this patch of open sky. It looked like a narrow white light that followed a curved hull design and stretched from one side to the other (east to west) but narrow and slightly chevron shaped. The point was directly under what I thought to be the center of a curved or displacement type of hull. The wings were following the edge of the hull in a slightly upward direction. While north of me the chevron light emission wings drew to the front of the object. As it moved directly in front of me the light was more or less straight across. As it moved south the wings were drawn to the back of the object and the point was forward. This is why I believe this was a curved or displacement hull of a cloaked or phase-shifted craft. I could not see a solid craft or object&#44 just the light emission. Most likely this was a pill or egg shaped craft with an oval hull as opposed to flat. It could also have been a saucer shape. As it moved across my purview the light energy signature would shift depending on the part of the cloaked hull was in my direct line of sight. The light energy that I could see was white but not bright. More of a slightly greyish look and an almost cloudy appearance. It was definitely there but would have been easy to miss had I not first been looking intently up at Venus and stars. If this object was only a few hundred feet up&#44 then it would have been about the size of a football field. But if it was a mile or more then it would have to have been quite large to make it appear much closer. Large being maybe the size of a modern aircraft carrier or a small city. It was difficult to judge. There was no noise&#44 no jet or prop sound. Just eerily silent as it traversed North to South and then went out of sight over the small city of Geneva to my South. The speed would also be difficult to determine due to a lack of perspective. It was faster than the time it would take for a commercial jetliner at say 30&#44000 ft to travel that distance. But then a jet of that size&#44 at 1000 feet and same speed would take less time to traverse the same distance. From my advantage and being next to a 2-story building on my North&#44 I watch this for about 100 degrees. Facing West thus my meridian would run East-West&#44 I first saw it about 30 degrees North of my meridian. I last saw it about 70 degrees South of my meridian. It took about 60 seconds to cover that distance. Not sure how many miles that covers. If 10 miles&#44 then ground equivalent speed would be approximately 600 mph. I would estimate the speed at between 400 and 600 mph. I’m rather upset at myself. I was walking about 150 feet across a parking lot to go into the building. I left my iPhone in the car…..damn it! I figured by the time I ran back to my car for the phone I would miss the UAP so I just continued to stand and watch until it was out of sight. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;42.8688889;-76.9780556;https://nuforc.org/sighting/?id=187278;187278
1/26/2025 17:00;azle;tx;United States;changing;43200.0;12 hours;Menu Close 2025-01-26 17:00 Local 2025-01-28 12:51 Pacific 12 hours 30 Azle&#44 TX&#44 USA Small town outside Fort Worth Changing White&#44 Blue&#44 Green Estimated Size: Larger than several Hercules Aircraft Land Direction from Viewer: NW 9 Closest Distance: 1000 feet Estimated Speed: 10mph Explanation: Aircraft - Probable Lights on object&#44 Aura or haze around object&#44 Emitted other objects&#44 Emitted beams&#44 Changed Color&#44 Made a sound&#44 Aircraft nearby&#44 Landed&#44 Electrical or magnetic effects&#44 Animals reacted Various UAP not drones I see these very large craft with large lights attached. They are very low. The base does send drones&#44 helos and various aircraft to investigate every night as this is ongoing. This is occurring out in the open right in the DFW flight path. Multiple witnesses of this as well. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;32.8950000;-97.5455556;https://nuforc.org/sighting/?id=187279;187279
1/28/2025 02:00;raleigh;nc;United States;triangle;1200.0;20 minutes;Menu Close 2025-01-28 02:00 Local 2025-01-28 15:32 Pacific 20 minutes 1 Raleigh&#44 NC&#44 USA I was sitting on my deck. Triangle Estimated Size: Very large Land 45 Lights on object&#44 Aircraft nearby Triangle shaped lights moving across the sky&#44 then it ‘parked’ and stayed in one spot for a long time. I was sitting on my deck and looked up into the sky&#44 and I saw triangle shaped lights off in the distance. I watched it while it went across the sky slowly without sound until it went over my house. About halfway across the sky&#44 I noticed two other lights that were chasing it&#44 but they never caught up. Or it looked like they were chasing it. Later I came out and it was sitting in one spot for a long time. 20 minutes? National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;35.7719444;-78.6388889;https://nuforc.org/sighting/?id=187282;187282
1/28/2025 21:00;thynedale;va;United States;light;60.0;1 minute;Menu Close 2025-01-28 21:00 Local 2025-01-28 18:50 Pacific 1 minute 1 Thynedale&#44 VA&#44 USA looking westward 40°- 60° degrees upward Light white/yellow Estimated Size: no Land Direction from Viewer: west 45 Closest Distance: further than a plane Estimated Speed: no Aura or haze around object strobing light exiting atmosphere or disappearing Strobing light exiting atmosphere or disappearing Was walking the dogs at night as usual and was watching the skies&#44 noticed a few planes (consistent strobing&#44 red and green lights) and then saw a flash of light in the sky. I kept watching the same area&#44 then saw the flash again. It was a bright white / yellow&#44 and flashed around 1 second intervals. It moved through the sky from right to left&#44 then the light got dimmer but was still strobing. Couldn't tell if it turned off&#44 or left the atmosphere. It had no other lights and was not visible when it wasn't flashing. It didn't reflect light like a satellite&#44 it was either on or off. I can't give you a speed estimate other than it was really far away and passed a plane that had to be closer. There is close to no cloud coverage tonight&#44 I even made sure to pay attention to other stars around the strobing light and noticed they didn't dissipate or disappear like they do if clouds go in front of them. Rural area with the skies lit up full of stars. I also checked flight radar24 and nothing matched it. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/28/2025;;;https://nuforc.org/sighting/?id=187305;187305
1/28/2025 17:40;huntsville;al;United States;other;120.0;2 minutes;Menu Close 2025-01-28 17:40 Local 2025-01-29 16:31 Pacific 2 minutes 1 Huntsville&#44 AL&#44 USA I was in between apartment buildings in the parking lot Other White/grey Estimated Size: Size of F150 Land Direction from Viewer: ESE 22 Closest Distance: 200-250 feet above me Estimated Speed: 20-25 mph Explanation: Aircraft - Possible Lights on object One aircraft the size of a large truck had headlights At dusk&#44 before full dark. 200-300 feet off the ground&#44 flying over the soccer field&#44 and then the apartment complex. Looked like a 10 seater plane scaled down to the size of a very large truck. Could not see what sort of craft it was until it passed over me. Had 2 very bright oversized headlights and a flashing red light on top. Wings looked like they were angled backwards. When it passed over me&#44 the lights on the belly were orange&#44 pink&#44 and a bright neon green. Wings were angled backwards&#44 with the tips of the wings closer to the tail. It looked like someone who had never seen a real airplane built a small airplane. Slightly bulbous cabin area. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/29/2025;34.7302778;-86.5861111;https://nuforc.org/sighting/?id=187318;187318
;longview;wa;United States;orb;20.0;Approx 20 seconds;"Menu Close 2025-01-29 18:20 Local - Approximate 2025-01-29 18:45 Pacific Approx 20 seconds 1 Longview&#44 WA&#44 USA North sky Orb White Estimated Size: Appeared larger than any other star. Land Direction from Viewer: North 75 Closest Distance: No idea Estimated Speed: Faster than a traveling plane or helicopter. Aircraft nearby I saw a huge white orb in the distance that looked like it was falling but did not have a trail. I looked up towards the north sky and saw a huge&#44 white orb&#44 that was moving quickly. It appeared to be falling from what looked to be straight down. It ""fell"" for about 10 seconds&#44 then did a zig zag pattern. It stopped or a couple seconds and then did another zig zag&#44 and continued in a northwest direction. I lost sight of it behind the trees. I would like to note&#44 there were other planes in the sky that looked nothing like this&#44 nor were they moving the same way. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY";1/29/2025;46.1383333;-122.9369444;https://nuforc.org/sighting/?id=187339;187339
1/29/2025 21:10;dunn;nc;United States;orb;1800.0;30 minutes;Menu Close 2025-01-29 21:10 Local 2025-01-29 18:44 Pacific 30 minutes 2 Dunn&#44 NC&#44 USA Sightings were several miles to the west Orb Red w flashes/pule Estimated Size: Unknown Land Direction from Viewer: Objects were southwest 30 Closest Distance: 4-5 miles Estimated Speed: Not sure&#44Faster than planes in a relative distance Explanation: Chinese Lantern - Possible One reddish Light was first thought to be a planet due to the color and recollection of seeing Jupiter in the sky (several miles away)Saw brief lights ascending rapidly and then dimming out once over the tree line. These lights were appearing around a very bright reddish light(we thought was a visible planet) in the sky and after approx 30 min of viewing multiple lights appear then dim away&#44 the “planet” descended rapidly below the tree line within 3-4 seconds. It remained visible through the tree line for a minute or so and started heading west and disappeared through thicker part of the tree line. I also have a video of the smaller (appearing/dimming) lights which has the “planet” light in the sky. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/29/2025;35.3061111;-78.6091667;https://nuforc.org/sighting/?id=187340;187340
1/28/2025 00:29;bell acres;pa;United States;unknown;6.0;6 seconds approx;Menu Close 2025-01-28 00:29 Local 2025-01-30 08:28 Pacific 6 seconds approx 1 Bell Acres&#44 PA&#44 USA Unknown Bright white Estimated Size: Big like a helicopter flying over the house Land 50 Closest Distance: Hard to tell in the night sky Estimated Speed: It disappeared in a second. Lights on object Only white lights. Rotated and disappeared on a very clear night. Only lasted about 5 seconds. No sound. See above. There were no other colors so not an airplane or helicopter. It hovered&#44 rotated and then dissolved. It was close as opposed to out in space&#44 and very bright. So bright I couldn’t make out a shape except that there was a big light and a smaller white light underneath. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;;;https://nuforc.org/sighting/?id=187341;187341
1/29/2025 02:00;tremont;me;United States;orb;300.0;5 min;Menu Close 2025-01-29 02:00 Local 2025-01-30 09:33 Pacific 5 min 2 - Pilot Tremont&#44 ME&#44 USA Looking from window of house out to trees across Goose Cove 310 Degrees Northwest of me Orb Orange Estimated Size: no idea Land Direction from Viewer: 310 NW 45 Closest Distance: 1 mile Estimated Speed: over 100 MPH Lights on object&#44 Changed Colo Watched Orbs fly across the tree line We have been watching these Orbs since August. It is now a nightly occurrence to see these flying around. I do not make a report every time I see them because it is almost daily. I filmed them in October and December&#44 when it was easier to get out and film. I have not since. In August we watched them each week go up from the trees and turn orange&#44 blue&#44 green and red and then they would turn dark. Some would fly straight up&#44 some to the right and one to the left. They would come back later and look like aircraft with blinking white lights. They would line up and then stop in midair and go through a sequence of lights blinking. 8 or 9 in the middle and then 8 or 9 around the outside in an oval. Then they would continue to the trees and disappear. These fly in 30 to 40 knot winds. They fly in formation&#44 erratically and also very fast. One time it appeared many were dropping into the atmosphere. It was not until the news started talking about the drones in NJ that we realized we were seeing similar things. My boyfriend is a pilot and says he has never witnessed this before. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;;;https://nuforc.org/sighting/?id=187344;187344
1/30/2025 07:48;sfântu gheorghe;Covasna County;Romania;changing;15.0;About 15 seconds;Menu Close 2025-01-30 07:48 Local 2025-01-30 12:07 Pacific About 15 seconds 1 Sfântu Gheorghe&#44 Covasna County&#44 Romania Changing Grey black white Estimated Size: 3 square meters Land Direction from Viewer: East 62 Closest Distance: 1 km maybe more Above my city a strange hovering shapeshifting object was hovering in one place I was in my car&#44 stoped at a red light. And saw some birds flying in a large group. That’s when I saw something way up in the sky. At first it looked like a drone. But i know how drones look like&#44 i know how they fly&#44 they have a certain drone movement. This wasn’t a drone. And I couldn’t make out its shape. As I watched closely&#44 its shape was changing: rectangle&#44 circular&#44 star shape… it even had a boot shape at one moment. I guess other drivers could have seen it too. It stood in one position&#44 not moving at all!! And it was just changing its shape. It was about at a hight of maybe 1000 meters above ground. Maybe more. I took my phone and took a photo. Sadly not much can be seen. But if you zoom in on the picture it has a triangle shape at the moment. The lights turned green and I had to move on. Tried to look back&#44 but got lost in the morning traffic and buildings. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;;;https://nuforc.org/sighting/?id=187348;187348
1/29/2025 21:30;philipsburg;mt;United States;circle;900.0;Approx. 15 minutes;"Menu Close 2025-01-29 21:30 Local 2025-01-30 10:43 Pacific Approx. 15 minutes 2 - Law Enforcement Officer Philipsburg&#44 MT&#44 USA This is very rural Montana. 46°10'53.02""N&#44 113°29'17.17""W - This is toward where I was looking. Circle Orange - like Mars Estimated Size: unk Land Direction from Viewer: West-Northwest&#44 bearing between 288° and 293°. 10 Closest Distance: 5 - 7 miles Estimated Speed: unk We saw two lights moving slowly&#44 fading in and out&#44 several miles to our west. Local conditions: Clear sky&#44 no clouds&#44 no Moon. Temp: 18° F While sitting on the living room couch I observed what at first appeared to be a star very low on the horizon to the west. As I watched it grew brighter and was moving at slow speed from right to left. It then faded out. Within several seconds it reappeared in the same area and was still moving slowly. I turned off the lights and went to the window with binoculars and watched as a second light appeared in the same proximity. Both lights moved in apparently random directions and both faded and grew in intensity. The color was the same on both: about the same orange color as the planet Mars. But Mars was almost directly overhead and nowhere near the sighting&#44 so it was helpful in the comparison of color&#44 size and brightness. There was a star a very short distance to the left (south) of where these lights were moving and it provided a stationary reference and color comparison. Their intensity varied from slightly smaller than Mars to very dim and fading out. At times they were both visible and sometimes only one was visible. The lights were about 5° - 10° above the horizon. The objects were present and moving&#44 fading in and out&#44 for approximately 15 minutes. There were no commercial aircraft visible during the sighting. We typically see commercial (or military) aircraft at altitude and are familiar with their appearance and flight characteristics. Local topography: Our house is at an elevation of approximately 5&#44 980 ft above sea level. There is a neighborhood road to our West-Northwest&#44 called Valley Drive. To the west of this road is a ridgeline lying parallel with the road. In the distance Mount Emerine is visible approximately 12 miles away and perpendicular to the line of sight. These two lights were moving around above the horizon&#44 and between my location and Mount Emerine. Their heading from my location was between 288° and 293°. I contacted a neighbor&#44 Kiera Smith&#44 to ask if by any chance they were operating drones just then and she replied no&#44 they don’t own any drones. No other neighbor lives in that direction that I could contact. All the land in that direction is open cattle range land. There have been cattle mutilations reports to local law enforcement in the past. My wife was also present and observing the lights. She confirms the same description and movement given above. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY";1/30/2025;;;https://nuforc.org/sighting/?id=187349;187349
;guadalupe;Nuevo León;Mexico;light;900.0;15 minutes.;Menu Close 2025-01-30 21:30 Local - Approximate 2025-01-30 21:39 Pacific 15 minutes. 2 Guadalupe&#44 Nuevo León&#44 Mexico The object was located on the hill of the communication antennas or hill of the virgin. Light Bluish white. Estimated Size: 15m. Land Direction from Viewer: 250° on west. 15 Closest Distance: 4km. Lights on object&#44 Changed Colo There was a large fixed light on the hill that changed shape to an elongated one and disappeared. We were on a main street that leads directly to the place where the large and bright light was observed. I took out my phone to see with an app if it could be a planet or star&#44 but I couldn't locate any of that size since it was too large. We watched it for about 15 minutes&#44 then it changed from a circular light to an elongated one and suddenly disappeared. And on social media&#44 videos from different angles are circulating&#44 with the light being above the hill&#44 and everyone reports the same thing from different viewpoints: that the object&#44 despite its luminescence&#44 simply disappeared after changing shape. Original report in Spanish: Se encontraba sobre el cerro una luz grande fija qué cambio de forma a una alargada y desapareció Nos encontrábamos en una calle principal que da directo al lugar donde se observó la luz grande y brillante saque mi celular para ver con una aplicación si podía ser un planeta o estrella y no localizaba ninguno de ese tamaño ya que era demasiado grande duramos viéndolo aproximadamente 15 minutos después cambio de ser una luz circular a una algo alargada y de la nada desapareció. Y en redes sociales están circulando videos de diferentes ángulos y la luz está sobre el cerro y todos reportan lo mismo desde diferentes ángulos de vista que el objeto a pesar de la luminiscencia simplemente desapareció después de cambiar de forma. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;;;https://nuforc.org/sighting/?id=187368;187368
1/30/2025 19:10;murrells inlet;sc;United States;other;3600.0;About 1 hour 15 minutes;Menu Close 2025-01-30 19:10 Local 2025-01-30 19:27 Pacific About 1 hour 15 minutes Murrells Inlet&#44 SC&#44 USA My front yard Other 2 white&#44 1 w & red Estimated Size: The closest view was of a drone 10’x10’ ish Land Direction from Viewer: They were around the whole sky 26 Closest Distance: Too many objects to describe the various distances Estimated Speed: 30 mph? Not sur Explanation: Drone - Possible Lights on object&#44 Aura or haze around object Three different types UAP. I have more video. I have never reported before or ever seeing anything like this in all of my 60 years. This sighting involves several different types of objects. The first thing I saw out my window in the sky was what looked like a drone I went outside and saw several drones and in front of my house. Low in the sky was a very bright white object that looked like a vertical line. I called my friend on the phone who lived several miles away and asked her to look in the sky. We both saw several super bright lights like this which we have never seen before. I am 60 and she is 70 and neither of us have ever needed or want any of type of attention. I took some pictures and videotaped it. I don’t think we saw the same exact objects necessarily. about 30 minutes later I went back outside and that object was still there in the same spot&#44 but was starting to dim or maybe even move. I’m not sure but I turned around and behind my house appeared what I thought were several drones. I took a video and the remarkable thing is one of the objects which I didn’t follow with my camera&#44 but got a good close-up is not describable as a shape&#44 see photo. There were definitely drones nearby and one flew over my house that I recorded. It was not a helicopter or a plane. It had red and white flashing lights and did make sound. It seemed way larger than a commercial drone. I don’t know what to make of it all but the original light faded away and all the activity died down. I will attach the videos and the zoomed in screenshot. Know. National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;33.5508333;-79.0416667;https://nuforc.org/sighting/?id=187373;187373
1/30/2025 20:47;nederland;tx;United States;triangle;1800.0;30 minutes+;Menu Close 2025-01-30 20:47 Local 2025-01-30 19:19 Pacific 30 minutes+ 2 Nederland&#44 TX&#44 USA Triangle Bright white/warm Estimated Size: 15 ft in diameter Land Direction from Viewer: South West 90 Closest Distance: 7000 ft Estimated Speed: 45 mph Explanation: Drone - Possible Lights on object&#44 Aura or haze around object Saw a bright white light leaving home that was creating a halo and then another bright light appeared after a few minutes Left home and noticed a “star” that was unusually bright and as we went to continue our drive we noticed it created a halo like light effect and it begun moving&#44 soon after we saw another bright light in the sky near it and it emitted a light similar to a fire in the sky &#44 couldn’t have lasted more than 1 minute but then when the other light died down it was emitting a green and red light intermittently but it was faint. Curious&#44 we went to a place clear of trees (lots in our area) and watched it. It was hovering and slightly adjusting itself. We think we saw more but we’re not too certain about that but we definitely saw 2 at the very least&#44 we even took videos (little blurry though). The main one we saw more clearly was triangular and had 3 warm lights in a triangular pattern National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;1/30/2025;29.9741667;-93.9922222;https://nuforc.org/sighting/?id=187374;187374
;pageland;sc;United States;chevron;5.0;5 seconds;Menu Close 2025-01-28 21:00 Local - Approximate 2025-02-03 18:40 Pacific 5 seconds 1 Pageland&#44 SC&#44 USA Chevron Dark Estimated Size: 40 feet Land Direction from Viewer: Straight up 90 Closest Distance: 200ft Estimated Speed: Less than 100 mph Lights on object Looked up and saw V moving overhead and behind some trees. 200-300 ft above the ground and about 40-50 ft wide. Looked up and saw it slowly moving overhead and behind some trees I take my dog outside at 9 pm every night. When I do I always look up into the sky to see what’s going on. This night seemed pretty clear. We came outside and I was standing on the side of my house and looked up and looked straight at it. Couldn’t really see the shape of the craft but the lights underneath were visible and in a v formation. 7 lights total. It was very dark the lights were very dim but still visible and I watched it move south at a consistent speed for about 5 seconds before it was lost behind some trees. Hard to determine size but I’m guessing it was probably 200-300 ft above the ground and about 40-50 ft wide. It made no sound National UFO Reporting Center&#44 Davenport&#44 WA TERMS OF SERVICE PRIVACY POLICY;2/3/2025;34.7730556;-80.3919444;https://nuforc.org/sighting/?id=187448;187448
